Applicant Name,Job Role,Phone,Email,Companies Worked For,Years of Work Experience,Skills,Referees,LinkedIn Profile,Certifications,Education Background,Education Institutions
Chloe Dalton,,+1-625-884-4702x5761,barryjessica@example.net,"Microsoft Power, Word Press, Â, State Co, ##force, City, State, State, All Nations, All Nations, Nations, Scott",8,"Macintosh, Microsoft Word, Point, Microsoft Excel, Google Drive, Banquet, Banquet, All, Food and Art Festival",No,https://linkedin.com/in/larry37,Certified Python,"Master's, Master's, Bachelor, Masters","Microsoft Power, Word Press, Â, State Co, ##force, City, State, State, All Nations, All Nations, Nations, Scott"
Line,"Technician, Developer, Engineering, Engineering,",+1-225-572-7943,rebecca34@example.net,"Honor, Military Police, ##ISCO, CC",6,"Sun Certified, C, Certified, Associate",No,https://linkedin.com/in/veronica03,"TechnologyCoursework, Certified, Coursework, Training","Diploma, Certificate, Diploma","Honor, Military Police, ##ISCO, CC"
Mrs. Amber Hardy,,+1-587-730-7461,angeladorsey@example.net,"OS, FDA",14,"Microsoft Word, ##HA, Microsoft Excel",Yes,https://linkedin.com/in/lopezcynthia,"Certification, Certifications, Training","Certificate, Diploma, Diploma:, Diploma, Certificate, Diploma,, Certificate,","OS, FDA"
Micheal Archer,"Engineering,, Engineering",+1-846-549-7048,christopher67@example.org,"AK, DS, IT",16.0,SQL,No,https://linkedin.com/in/aedwards,Certified Project Management,"PhD, MSc,, BSc,, PhD,, MSc, BSc, BSc,, MSc,, PhD,","AK, DS, IT"
Steven Cole,Manager,628-289-3907,oflynn@example.net,"/ Budget Administration, Word, Excel, PowerPoint, Outlook, MAC, Lexis Nexis, Soarian, Me, E, State, Quality Assurance / Risk Management Department, Board, Department of Health, DOH, Joint Commission, JCAHO, Plan, Health Commerce System, HCS, State",8,"H, ##IPAA, Windows, of Corrections, Co",No,https://linkedin.com/in/sandovalvalerie,"Course, Training",Bachelor,"/ Budget Administration, Word, Excel, PowerPoint, Outlook, MAC, Lexis Nexis, Soarian, Me, E, State, Quality Assurance / Risk Management Department, Board, Department of Health, DOH, Joint Commission, JCAHO, Plan, Health Commerce System, HCS, State"
Sara Jackson,,(609)550-1534x398,martinbush@example.org,"##IT, CNA, CNA, Kitchen, State Caregiver, PCA",10,Project Management,No,https://linkedin.com/in/clarkeryan,Training,Diploma,"##IT, CNA, CNA, Kitchen, State Caregiver, PCA"
Angela Chavez,Specialist,001-393-759-1879x65868,kbarrera@example.net,"Microsoft, V, P, State Business Development, SAP Northeast, SA, Channel, Enterprise, Microsoft, Microsoft, Microsoft",8,Data Analysis,No,https://linkedin.com/in/masonbruce,"Certification, Coursework:Â",B.Sc. Computer Science,"Microsoft, V, P, State Business Development, SAP Northeast, SA, Channel, Enterprise, Microsoft, Microsoft, Microsoft"
Pamela Silva,"Manager, Manager/Auditor",4589767252,evanscarl@example.org,"Stray, ##er University, State, Holly Hill Roberts High, State",11,"BR, School, Manual",No,https://linkedin.com/in/leslie60,Training,"Diploma, Master","Stray, ##er University, State, Holly Hill Roberts High, State"
Maria Anderson,,(570)295-3729x0063,xlowery@example.net,"Fusion, Ye, com",1,"Italian, Peruvian, Mexican",No,https://linkedin.com/in/perrynicole,"Certified, Courses",Master,"Fusion, Ye, com"
Bethany Newton,"Engineer, Technicians, Manager",(738)752-7215x689,sturner@example.net,"SR, NE, ##W, ##ual Network Engineer, IT, Wired & Wireless Network, Data Center, CC, CC, MC, Cisco, Cisco, Cisco CS, Cisco WAAS, PP, OS, E, G, F, CD",19,"Network Design, E, E, ##net",No,https://linkedin.com/in/stephanie43,Certifications,M.Sc. Data Science,"SR, NE, ##W, ##ual Network Engineer, IT, Wired & Wireless Network, Data Center, CC, CC, MC, Cisco, Cisco, Cisco CS, Cisco WAAS, PP, OS, E, G, F, CD"
Monica Nunez,Specialist,(449)839-1312x1252,stephanie94@example.net,"Sole Prop, ##tors, Partnerships, S - Corps, Deskt, Underwriter, Lo, Prospector, LP, Arch MI, Arch MI, Insurance",9,Machine Learning,No,https://linkedin.com/in/jackjordan,Certified Project Management,Diploma,"Sole Prop, ##tors, Partnerships, S - Corps, Deskt, Underwriter, Lo, Prospector, LP, Arch MI, Arch MI, Insurance"
April Vasquez,,(892)886-7213,james66@example.net,"Line, Equipment, Army, D, Gear, Power Plant, Control, Co, Army Aviation Maintenance, Quality Assu, Line, Equipment, Aircraft, Army, D, Gear, Army Aviation Maintenance",20,"UH, 60, Management System, R, R, U, ##H, 60, Management System, R, R",Yes,https://linkedin.com/in/april66,"Certification, Course,, Training, Training:, Course(CTC),",Certificate,"Line, Equipment, Army, D, Gear, Power Plant, Control, Co, Army Aviation Maintenance, Quality Assu, Line, Equipment, Aircraft, Army, D, Gear, Army Aviation Maintenance"
Hunter Reed,,912)-414-1558,arellanorandy@example.org,"Region, Aviation Structural Mechanic, John, Sherman, Aircraft, Robert, Mack",17,Article,Yes,https://linkedin.com/in/williamsstacy,Training,B.Sc. Computer Science,"Region, Aviation Structural Mechanic, John, Sherman, Aircraft, Robert, Mack"
Samantha Woodard,"Consultant, Manager",582-348-5187x78457,jacksoncraig@example.org,"C, CP, Certificate, Certified, CIA, Certified Information, CISA, Oil & Gas and Public Sector, Deloitte, Deloit, Experience, SAP, CIO, BC",16,"IT, A, Certified Information System Security Professional, C, of Cloud Security Knowledge, CC, ##K, Internal Audit, System Audi, Prof, Internet, Management, Con",No,https://linkedin.com/in/alan89,Certified,"Certificates, Certificate, Master","C, CP, Certificate, Certified, CIA, Certified Information, CISA, Oil & Gas and Public Sector, Deloitte, Deloit, Experience, SAP, CIO, BC"
Samantha Conley,Specialist,466-502-6942x7859,nicolemorrow@example.com,"Stock Management, Marine Corps, KFC, Aviation Supply Specialist",8.0,Project Management,No,https://linkedin.com/in/svargas,Training,Diploma,"Stock Management, Marine Corps, KFC, Aviation Supply Specialist"
Denise Bradley,,4063243003,brookssean@example.org,"Aviation and Safety, Aviation and Safety, Montana Army National Guard, Army, Labor Relations Board, US Army, State US Army, FT, US Army, Aircraft Pilot, US Army War College, US Army War College Carlisle, United States, Studies, Aero, Sciences, University, Daytona, University, Daytona, United States, ##A, Aero, Sciences, Systems, Administration, University, University, United",8,SQL,No,https://linkedin.com/in/anthonysalinas,"Training,, Certifications","Master's, Master's, Degree, Master's, Master's, Degree, Bachelor's, Bachelor's, Degree, Masters","Aviation and Safety, Aviation and Safety, Montana Army National Guard, Army, Labor Relations Board, US Army, State US Army, FT, US Army, Aircraft Pilot, US Army War College, US Army War College Carlisle, United States, Studies, Aero, Sciences, University, Daytona, University, Daytona, United States, ##A, Aero, Sciences, Systems, Administration, University, University, United"
Joseph Gibson,"Manager, Manager,",001-595-236-6408,monicamckee@example.com,"GASB, CSAM, SACS, CBIZ Valuation Group, En, ##ty, Private Sector, State, Current, City, State URMIA, PRIMA, AGRIP, F, ##MA, California Cities",13,Project Management,No,https://linkedin.com/in/nicholas17,Certified Python,Diploma in IT,"GASB, CSAM, SACS, CBIZ Valuation Group, En, ##ty, Private Sector, State, Current, City, State URMIA, PRIMA, AGRIP, F, ##MA, California Cities"
Tony Taylor,"Manager, Engineer, Engineer,, Developer, Engineering",(921)758-8109x4380,figueroajacob@example.org,"My, Post, S, NoS, Mark, SAS, Visual Studio, MS Visio, MS Access, Wordpress, Git, Google Analytics, Docker, Microsoft Office, Cincinnati",10,"MySQL, CSS, C + +, ##SQL, ##g, ##SQL, ##ite, ##QL, LevelD, C, C + +, Perl, P, ##HP, Python, Go, JavaScript, Bash, SQL, Visual Basic, NE, CSS, H, ##L, XML, ##down, Linux, Unix",No,https://linkedin.com/in/ogreene,Certifications,Bachelor,"My, Post, S, NoS, Mark, SAS, Visual Studio, MS Visio, MS Access, Wordpress, Git, Google Analytics, Docker, Microsoft Office, Cincinnati"
Tyler Gordon,Manager,968.530.7783,mariemartinez@example.net,"Logistics Project, Desk, Kent State University, Applied",17,MS Office,No,https://linkedin.com/in/guzmanmichelle,Certified Data Analysis,Bachelor,"Logistics Project, Desk, Kent State University, Applied"
Gabriel Davis,,2009-2012,tammyrobertson@example.net,Apple,12,"##oint, Blackjack, UltimateTexas Hold ' em, Card Poker",No,https://linkedin.com/in/john36,Coursework,Diploma,Cambridge
David Watts,"Manager, Managers, Specialist, Professional/Manager, Managers,",280.674.5732x2704,ekent@example.net,"Financial Center, State Banking, BCM, BCM, Team, BCM, BCM, State, Bank",2,Data Analysis,No,https://linkedin.com/in/jamesjill,Certified Cybersecurity,Bachelor,"Financial Center, State Banking, BCM, BCM, Team, BCM, BCM, State, Bank"
Peter Miller,"Technician, Specialist/Technician",713.748.5211x26994,morrisbrittany@example.org,"Military, T, ##PC, T, ##PC, &, Aviation Electronics",9,"F, 18, EA - 6, A, 8",No,https://linkedin.com/in/bowmanamber,Certified Python,Diploma in IT,"Military, T, ##PC, T, ##PC, &, Aviation Electronics"
Amy Joseph,Manager,(263)210-3523,iberry@example.com,"H, ##IPAA, Google Doc, She, Research, ##stic Software, State Coding Co, ##liance, State Experience College, State, Baruch College, Baruch College",14,"College Now, Microsoft Access, ##cel",No,https://linkedin.com/in/williamslindsey,Training,"Master, Bachelor","H, ##IPAA, Google Doc, She, Research, ##stic Software, State Coding Co, ##liance, State Experience College, State, Baruch College, Baruch College"
Benjamin Mora,"Manager, Managers",2006-2010,cbeck@example.com,"BPO, BPO, P & L, State",9,Python,No,https://linkedin.com/in/schwartzzachary,Training,Diploma in IT,"BPO, BPO, P & L, State"
William Russ,"Technician, Specialist, Engineered, Technician,",760.830.7097,shawn20@example.net,"UNMA, A, ##NICI, Solutions, Marine Cops, Un, Aviation Systems, Ex, ##manned Aviation, Sal",20,"Microsoft Office Suit, Microsoft Word, Out, Internet, ##cel, Operation Enduring Freedom, Operation Iraqi Freedom",No,https://linkedin.com/in/jean94,Certified Cloud Computing,Diploma,"UNMA, A, ##NICI, Solutions, Marine Cops, Un, Aviation Systems, Ex, ##manned Aviation, Sal"
Kevin Bober,"Managerial, Presentation.Managerial",2004-2005,michaelward@example.org,"Environment of Business, Management, Management, Business Information Systems, Be, Decision, State, Analysis, Management, Paper, Business, Business Information Systems, Be, ExcelMicrosoft, ##PointMicrosoft, ##rosoft, ##Microsoft, College of Business Administration and Economics, New Mexico State University, NM, Industrial and Commercial Bank of Vietnam, German Reconstruction Bank, Ministry of Trade, Students ', Research, Ministry, Administration, Mexico State, University, College, Administration, Mexico, State University, College, Administration, Mexico, State University, Ministry",6,"Microsoft Word, English, Vietnamese, Russian, National, Scientific, Competition",No,https://linkedin.com/in/cbird,Training,"Certificate, Master, Bachelor, Certificate","Environment of Business, Management, Management, Business Information Systems, Be, Decision, State, Analysis, Management, Paper, Business, Business Information Systems, Be, ExcelMicrosoft, ##PointMicrosoft, ##rosoft, ##Microsoft, College of Business Administration and Economics, New Mexico State University, NM, Industrial and Commercial Bank of Vietnam, German Reconstruction Bank, Ministry of Trade, Students ', Research, Ministry, Administration, Mexico State, University, College, Administration, Mexico, State University, College, Administration, Mexico, State University, Ministry"
Jessica Chambers,"Manager, Manager,",388.812.9118x3035,jgilbert@example.net,"Aerospace & Defense, Computing, Industrial and Telecom, P & L, ##tract N, ##tiations Management, O, State, Aerospace and Defense, Computing & Storage, State, System Development Group, Systems",10,Cybersecurity,No,https://linkedin.com/in/melindapratt,"Certification, Certifications, Training","Bachelor, Bachelor, Certificate","Aerospace & Defense, Computing, Industrial and Telecom, P & L, ##tract N, ##tiations Management, O, State, Aerospace and Defense, Computing & Storage, State, System Development Group, Systems"
Audrey Leblanc,"Specialist, Manager",(941)410-4972x8324,vburgess@example.net,Wells Fargo Equity Direct,5,One & Done,No,https://linkedin.com/in/maria29,Training,Bachelor,Wells Fargo Equity Direct
Justin Wood,"Consultant, Manager, Manager,, Manager/Loan",001-523-604-1193x4482,shortstacy@example.net,"Microsoft Office, State Business Development Consul, State Business Development Manager",2,Cloud Computing,No,https://linkedin.com/in/bramirez,Training,Bachelor,"Microsoft Office, State Business Development Consul, State Business Development Manager"
Jay,,001-374-531-0417x65215,jonesryan@example.com,"Texas Association of Private and Parochial Schools, N, ##AEA, Hands, Hill, Â Monumental Metal Works, Artists, Williams Tower Houston, Eyes, Rock, Arts",17,SQL,No,https://linkedin.com/in/thompsonheather,Course,"Master, Master, Master, Certificate, Bachelor","Texas Association of Private and Parochial Schools, N, ##AEA, Hands, Hill, Â Monumental Metal Works, Artists, Williams Tower Houston, Eyes, Rock, Arts"
Kelly Davis,"Manager, Specialist/Customer",717.295.7574x2841,grimeskimberly@example.com,"B, ##ISTRO CH",28.0,Cybersecurity,No,https://linkedin.com/in/amanda55,Certified,"Diploma, Diploma, Diploma","B, ##ISTRO CH"
Jacob Medina,,+1-830-333-6257x324,michael44@example.net,"Missy, Di, Missy, University, Colorado, Institute, Colorado, State",14,Machine Learning,No,https://linkedin.com/in/chloe32,Certified Cloud Computing,Bachelor,"Missy, Di, Missy, University, Colorado, Institute, Colorado, State"
Edge Moore,"Technician, Engineer, Engineering",001-522-624-7672x65473,vowens@example.com,"City, State Bakery Entrepreneur, Nuclear Fuel Services, B & W, Isotek, P & ID, City, State Re, ##bility Engineer, DuP, ##ont Chambers Works, SAP, DuP, ##ont Titanium Technologies, DE, Francis",19,Cloud Computing,No,https://linkedin.com/in/suzannegiles,Training,Bachelor,"City, State Bakery Entrepreneur, Nuclear Fuel Services, B & W, Isotek, P & ID, City, State Re, ##bility Engineer, DuP, ##ont Chambers Works, SAP, DuP, ##ont Titanium Technologies, DE, Francis"
Jeremy Kelley,"Manager, Developers, Manager,",968.855.5916,jhardin@example.net,"Team, International Business, As, School of Fine Arts, State",16,"System, Technology",No,https://linkedin.com/in/katrinavilla,Training',Bachelor,"Team, International Business, As, School of Fine Arts, State"
Danny Hamilton,Consultant,(603)432-8479x80980,isabellacortez@example.net,"Business Development Consultant, P & C, Liberal Arts, Studies, State Liberal Arts Environmental Studies",2,Machine Learning,No,https://linkedin.com/in/brandibridges,Certified Python,Bachelor,"Business Development Consultant, P & C, Liberal Arts, Studies, State Liberal Arts Environmental Studies"
Joshua Cardenas,Specialist,10 7184650651,smithbryan@example.net,"Photo, ##op, File, H, MS Office, Desi Arnaz Performing Arts Department, 238",9,"Microsoft Word, ##sh",No,https://linkedin.com/in/smithlisa,"Certified, Coursework","Certificate, Bachelor","Photo, ##op, File, H, MS Office, Desi Arnaz Performing Arts Department, 238"
Alexander Glass,Manager,(339)557-2177x02039,millerpatricia@example.org,"General Associates, Ad, H, S Students, Communications Siena Height University, State Communications General Associates, General Lansing Community College, State",3,Project Management,No,https://linkedin.com/in/michellehorne,Certified SQL,Diploma in IT,"General Associates, Ad, H, S Students, Communications Siena Height University, State Communications General Associates, General Lansing Community College, State"
Jamie Garcia,Specialist,801-725-7348,shannonrogers@example.org,"I, Team, Microsoft Office, Internet Research, FDA, GM, Therapeutic Goods Administration, Albion, Albion",11,"GM, Record, Master Manufacturing Record, Records, Manufacturing Record, Records, Master Formula, Master Manufacturing Record, Testing",No,https://linkedin.com/in/gweber,"Training:, Course","Master, Master, (Master, Master, Bachelor's, Degree","I, Team, Microsoft Office, Internet Research, FDA, GM, Therapeutic Goods Administration, Albion, Albion"
Destiny Cox,"Specialist, Pre-Engineering, Engineering.",2016-2018,jenniferking@example.net,"4th Combat Aviation Brigade, Official Mail and Distribution Center, Fort Carson Post Office, Army 4th Division, 4th Infantry Division, Commission, Brigade",4,Machine Learning,No,https://linkedin.com/in/shawn63,"Certified, Course.","Degree., Degree","4th Combat Aviation Brigade, Official Mail and Distribution Center, Fort Carson Post Office, Army 4th Division, 4th Infantry Division, Commission, Brigade"
Ryan Jones,,(663)968-5567x0943,boothrhonda@example.net,"In, ##gram, Twitter, Facebook, Sales, Vogue",13,"Office, Fashion",No,https://linkedin.com/in/baileygeorge,"Certification, Certified, Certifications","Bachelor, Diploma","In, ##gram, Twitter, Facebook, Sales, Vogue"
Alfred Allen,"Specialist, Specialists, Manager's, Managers",901-523-8990,erivera@example.com,"Congress And Commissioners As, As",15,Computer,No,https://linkedin.com/in/dean75,"Training,, Courses, Course, Training/Overview;, Training, Certifications","Certificate, Master","Congress And Commissioners As, As"
Cory Cisneros,"Engineers, Specialist,",603.274.5448x259,reesenicholas@example.com,"Â System Administration, Technology, System Engineers, Learning, WebE, Learning",8,"Management System, Management System",No,https://linkedin.com/in/ewaters,Training,Bachelor,"Â System Administration, Technology, System Engineers, Learning, WebE, Learning"
Michael Barnett,"Manager, Specialists,, Specialists, Consultant, Consultants,, Managers,",001-388-844-2605x05569,cmonroe@example.net,"SR, Mo, Wells Fargo Advisors City, Wells Fargo Advisors, Financial Advisors, Wells Fargo Advisors, Financial Advisors, Advisor, Mo, ##ga, Wells",20.0,Cybersecurity,Yes,https://linkedin.com/in/vgomez,Certification#,Bachelor,"SR, Mo, Wells Fargo Advisors City, Wells Fargo Advisors, Financial Advisors, Wells Fargo Advisors, Financial Advisors, Advisor, Mo, ##ga, Wells"
Christopher Davis,"Technician, Manager, Analysts",(576)476-3435x505,laurie91@example.net,"E, Homeland Security, Â, Brothers ' Keeper, Â, Commonwealth of Pennsylvania Municipal Police Officers ' Training Commission, State Works, Durham Community Development, CDBG, Current, Officer",9,"Program, Block Grant Program",No,https://linkedin.com/in/roberthardy,"Coursework:, Training","Master, Master, Master's, Degree","E, Homeland Security, Â, Brothers ' Keeper, Â, Commonwealth of Pennsylvania Municipal Police Officers ' Training Commission, State Works, Durham Community Development, CDBG, Current, Officer"
Brittney Walsh,"Analyst, Analysts",+1-694-824-6415x0217,shelly09@example.com,"SR, PeopleSoft, HCM & Portal, PeopleTools, PeopleSoft Que, SQL, Oracle, Microsoft SQL Server SharePoint, Windows, Terminal, Excel, Word, PowerPoint, Project, Publisher, V, Rat, Too, SDT, RQM, Clear Case, Document Management Systems, PDM & Docume, ##um, Kronos Workforce Central, WFC, K, ##ronos Connect, ADP, Experience, SR, State, PeopleSoft, Kronos, ADP, Nextrak, ADP, PeopleSoft, H, V, H, BP, SL, BS, BS, Audi",13,"NT, Windows 2003, Server, Office",No,https://linkedin.com/in/leonardjames,Training,Bachelor,"SR, PeopleSoft, HCM & Portal, PeopleTools, PeopleSoft Que, SQL, Oracle, Microsoft SQL Server SharePoint, Windows, Terminal, Excel, Word, PowerPoint, Project, Publisher, V, Rat, Too, SDT, RQM, Clear Case, Document Management Systems, PDM & Docume, ##um, Kronos Workforce Central, WFC, K, ##ronos Connect, ADP, Experience, SR, State, PeopleSoft, Kronos, ADP, Nextrak, ADP, PeopleSoft, H, V, H, BP, SL, BS, BS, Audi"
Ari,"Engineers, Engineering, Manager",001-721-233-8930,williamsongina@example.com,"CES Talent Management, IQA, Engineering Application Engineers, UCC, CC, P, Talent Management",14,"Off, Highway, 4, C, ##mins Connect, Outlook 365, Outlook",No,https://linkedin.com/in/davidparks,"Trainings:, Training",Bachelor,"CES Talent Management, IQA, Engineering Application Engineers, UCC, CC, P, Talent Management"
Eric Henson,"Manager, Analyst",(295)669-4159,michelle31@example.net,"State Business Development Executive, CUN, / SUNY College, Facebook, Twitter, State Lo, NC",4,Project Management,No,https://linkedin.com/in/kiara71,Certified Python,Master,"State Business Development Executive, CUN, / SUNY College, Facebook, Twitter, State Lo, NC"
Maria Mclaughlin,"Analyst, Specialist,",+1-878-752-3785x91638,patrick31@example.net,"Services Management, Microsoft Office, Deutsche Bank, American International Group, American International Group, Bloomberg, Treasury",16,Vietnamese,No,https://linkedin.com/in/pmcdowell,Certified,Diploma in IT,"Services Management, Microsoft Office, Deutsche Bank, American International Group, American International Group, Bloomberg, Treasury"
Kimberly Marquez,"Manager, Managerial, Managerial,, Technician,, Technician, Manager/Program, Managers,",001-497-634-8856x9241,steven28@example.net,"First Interstate Bank, Bank of theF, ADP, P. C. Payroll, AT & T, GBS Division, State, State, Corporation",15,SQL,Yes,https://linkedin.com/in/jeffrey73,"Certification:, Certified",Bachelor,"First Interstate Bank, Bank of theF, ADP, P. C. Payroll, AT & T, GBS Division, State, State, Corporation"
Bradley Santos,"Specialist, Analyst, Analysts",+1-580-919-8556x6629,ochan@example.org,"Finance, Google Maps, W, ##ipro, Hewlett Packard, Computer Applications, ##ICET Institute, Design, APTECH Computers, JIR, S, Microsoft Office, PowerPoint, Excel, V, & Project, Google",4.0,"technology, Java",No,https://linkedin.com/in/xjoseph,"Certification, Training","Diploma, Bachelor, Master, Master","Finance, Google Maps, W, ##ipro, Hewlett Packard, Computer Applications, ##ICET Institute, Design, APTECH Computers, JIR, S, Microsoft Office, PowerPoint, Excel, V, & Project, Google"
James Bailey,,2002-2012,melendeznatalie@example.org,"Carrier Overhaul Network, ##hin, Aviation Ordnanceman Company, State, USS NIMITZ, Navy, Navy, USS CARL VI, C, Navy, Navy, NAS",3,Data Analysis,No,https://linkedin.com/in/kellyroy,Certified Cloud Computing,Diploma in IT,"Carrier Overhaul Network, ##hin, Aviation Ordnanceman Company, State, USS NIMITZ, Navy, Navy, USS CARL VI, C, Navy, Navy, NAS"
Christopher Wilson,"Analyst,, Analyst, Engineering",(664)967-4690x04432,ricardo43@example.net,"##yperion, MMX, PP, PD, ##pparel, Excel, PowerPoint, Outlook, Word, SharePoint, Tableau, SPC, DOE, Six Sigma Green Belt, Lea, Manufacturing, Mont, Montrose",20,"Nike A, Microsoft Office, American",Yes,https://linkedin.com/in/brianrobinson,Certified SQL,"Bachelor's, Degree","##yperion, MMX, PP, PD, ##pparel, Excel, PowerPoint, Outlook, Word, SharePoint, Tableau, SPC, DOE, Six Sigma Green Belt, Lea, Manufacturing, Mont, Montrose"
Kevin Jensen,,001-426-343-9569x6421,nicole16@example.net,"Education, SAP",3,"Applications, Products",No,https://linkedin.com/in/hurstjames,Certified SQL,"Mastered, Mastered, Master, Bachelor","Education, SAP"
Larry Pepper,"Manager, Engineering,, (Engineering-2-Business), Engineer, Engineer,, ""Engineered, Engineering",316.761.1445x208,brewerkaylee@example.org,"SE, ##SO, Simulated Society, Professional Inst, ##ent Society of America, GE Power Systems, Baker Communication Inc, Lewis - Goetz, Rawson, ICD, ECON, Diamond Gear, C & C, Force, Smith, F, Mustang, CH, Hill, D & Z, Hargrove, CHEMTEX, General Electric, Siemens, Alstom, Mitsubishi, Engineering, Mustang, CH, Hill, Z, CH, O, General, Siemens, Al, Mitsubishi, Company, Equipment, Services, Services, GE",16,"Six Sigma, Belt",No,https://linkedin.com/in/ygalloway,"Certified., Training-GE","Mastering, Bachelor","SE, ##SO, Simulated Society, Professional Inst, ##ent Society of America, GE Power Systems, Baker Communication Inc, Lewis - Goetz, Rawson, ICD, ECON, Diamond Gear, C & C, Force, Smith, F, Mustang, CH, Hill, D & Z, Hargrove, CHEMTEX, General Electric, Siemens, Alstom, Mitsubishi, Engineering, Mustang, CH, Hill, Z, CH, O, General, Siemens, Al, Mitsubishi, Company, Equipment, Services, Services, GE"
Henderson,"Manager, Managers",301.812.0066x96164,umcdaniel@example.org,"C Spire, C Spire, Foshee, S, ##hog, ##MM",1,"MS, American Kickboxing Academy",Yes,https://linkedin.com/in/martinezderrick,"ManagementCoursework, Coursework, CommunicationsCoursework","Bachelor, Diploma","C Spire, C Spire, Foshee, S, ##hog, ##MM"
Andrew Jefferson,Specialist,417-397-4387x4435,millerstephen@example.org,Microsoft Office,17,Computer Science,No,https://linkedin.com/in/asheppard,Training,"Bachelor, Diploma, Degree, Degree), Degree), Certificate",Microsoft Office
Misty Lopez,Manager,728.972.6056,slong@example.com,"State, Board of Directors, Electronic Medical Record, B, State, ID, Bank",8,Cybersecurity,No,https://linkedin.com/in/mooreholly,Certification,B.Tech Mechanical,"State, Board of Directors, Electronic Medical Record, B, State, ID, Bank"
George Hall,"Technician, Managerial",(873)227-5993x6474,jennifer09@example.org,"L, OSHA, NAVOSH, D, R, IPSE, T",19,"Owned Property, Windows Server, AD, Windows 7, Active Directory, Server, Active Directory, Windows Server, Windows Server, Windows Server, Server, Server, Windows 7, Windows 7, Windows Server 2008",No,https://linkedin.com/in/meagan27,"Certification, Certified, Certified,, Training, Certifications","Certificate, Bachelor, Certificate, Bachelor, CertificateÂ","L, OSHA, NAVOSH, D, R, IPSE, T"
Matthew Moore,"Manager/HR, Manager",+1-313-532-4537x357,combsgeoffrey@example.org,"EA, QuickBook, VA, Microsoft Office, State Compliance, State G, ##nast",9,Microsoft Office,No,https://linkedin.com/in/gthomas,Certified Cloud Computing,Diploma,"EA, QuickBook, VA, Microsoft Office, State Compliance, State G, ##nast"
Crystal Chavez,"Technician/Specialist, Manager, Developer/Operations, Technician, Specialist",240-448-1864x7679,wjimenez@example.net,"T, S, Martial, I, T, T, Southern Crescent Technical College, I, T, SCTC, C, ##ISCO, MICROSO, Southern Crescent Technical College, Western Governors University, Office, Crescent",2,"Arts Business, Martial Arts, Office",No,https://linkedin.com/in/jeffery36,"Certification, Training","Bachelor, Diploma","T, S, Martial, I, T, T, Southern Crescent Technical College, I, T, SCTC, C, ##ISCO, MICROSO, Southern Crescent Technical College, Western Governors University, Office, Crescent"
Elizabeth Fowler,"Manager, Consultant, Engineer, Analyst:, Analyst\Materials, Manager:",645.240.8676x8894,smoore@example.org,"Macola, APICS, MR, Macola",4,"MRP, MS, English, Spanish, of Con, ##s",No,https://linkedin.com/in/michael39,"Certified, Certifications, Courses:",Master,"Macola, APICS, MR, Macola"
Hunter Clark,Manager,(498)386-6999x645,joycebrown@example.org,Apple,10,"GE, In, S",No,https://linkedin.com/in/johnsonmelissa,Training,Ph.D. AI,Carnegie Mellon
Yvette Roberts,"Scientist, Specialist/FAS, Scientist/Product, Specialist",001-219-873-0410x2419,leepaul@example.org,"ZANV, ##L, City, State Ad, Zanvyl Kreiger, of Arts and Sciences, Advanced Academic Programs, Lab, H, H, City, State, Discovery and Analytical Solutions, PerkinElmer, SC",19,Python,No,https://linkedin.com/in/mchristensen,Course,"Bachelor, Degree, Degree","ZANV, ##L, City, State Ad, Zanvyl Kreiger, of Arts and Sciences, Advanced Academic Programs, Lab, H, H, City, State, Discovery and Analytical Solutions, PerkinElmer, SC"
Megan Smith,Manager,(658)988-7415x225,drodriguez@example.com,"Excel, Power Point, Development, State, State Business Re, Ex, Re, Ex, EDC, EDC, EDC, State, Chamber",18,Microsoft Word,No,https://linkedin.com/in/billyfrank,Certified SQL,Diploma in IT,"Excel, Power Point, Development, State, State Business Re, Ex, Re, Ex, EDC, EDC, EDC, State, Chamber"
Sheila Robinson,Analyst,(667)865-9798x07940,laura17@example.com,"Microsoft, Ex, PowerP, SP, State, GRZ, Agriculture, Agriculture, Agriculture, Agriculture",7,"##cel, ##oint, Internet",No,https://linkedin.com/in/andersenkathy,Certified Machine Learning,"Bachelor's, Bachelor, Bachelor, Certificate","Microsoft, Ex, PowerP, SP, State, GRZ, Agriculture, Agriculture, Agriculture, Agriculture"
Lu,"Analyst, Managers",+1-957-361-2737,vfrancis@example.com,"##ORAD, NCAA, ITA, Yale University Varsity, Team, NCAA, Stuart B., ##dlum, License, DBC Finance, Municipal Bonds, A, ##rgus Real Estate, SNL Financial, Bloomberg, Capital IQ, Thomson One Banker, F, ##et, Microsoft Office, Excel, FIN, N, Y. Yankees, N. Y. Giants, Military History, Platinum Banking, FirstBank Puerto, Bank Placement, UBS Financial Services Incorporated, DC, U",20,"Award, Series, Act 20, Act 22, Exemption Laws of, Act",No,https://linkedin.com/in/abigailcox,Certifications,M.Sc. Data Science,"##ORAD, NCAA, ITA, Yale University Varsity, Team, NCAA, Stuart B., ##dlum, License, DBC Finance, Municipal Bonds, A, ##rgus Real Estate, SNL Financial, Bloomberg, Capital IQ, Thomson One Banker, F, ##et, Microsoft Office, Excel, FIN, N, Y. Yankees, N. Y. Giants, Military History, Platinum Banking, FirstBank Puerto, Bank Placement, UBS Financial Services Incorporated, DC, U"
